TrackerRow,Skill,Perk,Priority,CurrentTestStatus,Reasons,TestCases,TestScenario,TrackerLink
798,Spear,Force Warding II,Direct change,Pass,Typed mitigation for triggered Physical/Force hits,C11,"C11: Test this splash, pulse, retaliation or reflection against Physical and Force damage-taken reduction or vulnerability, plus generic reduction, typed Leadership and resistance. Typed reduction must apply once and share the 85% target/generic budget. Include Shielding and Dampening Field against Physical hits, Force Warding against Force hits, tiny damage values, and Physical-to-Force conversion with an explicit zero or nonzero original target adjustment. Conversion must not apply the new hit modifier twice. Triggered damage must not chain further procs.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A798:O798
799,Spear,Disruption Expert,Direct change,Retest,Disruption-only duration scope; Hard-control duration / conversion / shared immunity,"C3, C9","C3: Combine Iron Grip and Scrapper Stance with hard control; verify a final maximum of 30 seconds after duration bonuses and resistance. Attempt same-type refresh, another control type, and late Ground Quake Daze-to-Knockdown conversion. No attempt may postpone the original expiration. After control ends, all hard-control types must fail for 20 seconds. Repeat with two attackers, cleansing and logout/rejoin. Soft debuffs retain their authored refresh/extension behavior. Separately, verify that the self-applied subdual penalty retains its authored 60-second knockdown; the combat cap must not shorten it. C9: With Disruption Expert alone, extend Foggy Mind, Force Disruption and ability-cost debuffs by 25%; unrelated Daze, Poison and Bleed receive no bonus. With Iron Grip, supported disruption effects get +45% duration while unrelated debuffs get only Iron Grip's +20%. Check Fractured Focus and Eclipse of Resolve as well as the 30-second hard-control limit.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A799:O799
806,Spear,Force Warding III,Direct change,Pass,Typed mitigation for triggered Physical/Force hits,C11,"C11: Test this splash, pulse, retaliation or reflection against Physical and Force damage-taken reduction or vulnerability, plus generic reduction, typed Leadership and resistance. Typed reduction must apply once and share the 85% target/generic budget. Include Shielding and Dampening Field against Physical hits, Force Warding against Force hits, tiny damage values, and Physical-to-Force conversion with an explicit zero or nonzero original target adjustment. Conversion must not apply the new hit modifier twice. Triggered damage must not chain further procs.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A806:O806
821,Spear,Opportunist's Flow,Direct change,Retest,Independent Stamina discount scopes,C7,"C7: Trigger Flowing Defense, Evasive Reload and Opportunist's Flow together. Expected discounts: hostile Staff -7 STM, hostile Pistol/Rifle/Throwing -7 STM, another hostile combat ability -4 STM, friendly ability 0. A ranged cast consumes the ranged/global discounts and leaves Staff -3. Check separate 30-second expiry, repeated avoidance, queued abilities, misses and minimum-zero cost.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A821:O821
832,Staff,Ground Quake I,Direct change,Retest,Five-target area cap; Hard-control duration / conversion / shared immunity,"C3, C8","C3: Combine Iron Grip and Scrapper Stance with hard control; verify a final maximum of 30 seconds after duration bonuses and resistance. Attempt same-type refresh, another control type, and late Ground Quake Daze-to-Knockdown conversion. No attempt may postpone the original expiration. After control ends, all hard-control types must fail for 20 seconds. Repeat with two attackers, cleansing and logout/rejoin. Soft debuffs retain their authored refresh/extension behavior. Separately, verify that the self-applied subdual penalty retains its authored 60-second knockdown; the combat cap must not shorten it. C8: Use the ability on six or more hostile enemies inside its authored shape. At most five receive the area effect; targets outside the shape and friendly targets remain excluded. Verify ground/direction targeting, companion source attribution and the control/immunity rules in C3. Existing explicit caps on other abilities remain unchanged.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A832:O832
838,Staff,Ground Quake II,Direct change,Retest,Five-target area cap; Hard-control duration / conversion / shared immunity,"C3, C8","C3: Combine Iron Grip and Scrapper Stance with hard control; verify a final maximum of 30 seconds after duration bonuses and resistance. Attempt same-type refresh, another control type, and late Ground Quake Daze-to-Knockdown conversion. No attempt may postpone the original expiration. After control ends, all hard-control types must fail for 20 seconds. Repeat with two attackers, cleansing and logout/rejoin. Soft debuffs retain their authored refresh/extension behavior. Separately, verify that the self-applied subdual penalty retains its authored 60-second knockdown; the combat cap must not shorten it. C8: Use the ability on six or more hostile enemies inside its authored shape. At most five receive the area effect; targets outside the shape and friendly targets remain excluded. Verify ground/direction targeting, companion source attribution and the control/immunity rules in C3. Existing explicit caps on other abilities remain unchanged.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A838:O838
843,Staff,Worldbreaker,Direct change,Retest,Five-target area cap; Hard-control duration / conversion / shared immunity,"C3, C8","C3: Combine Iron Grip and Scrapper Stance with hard control; verify a final maximum of 30 seconds after duration bonuses and resistance. Attempt same-type refresh, another control type, and late Ground Quake Daze-to-Knockdown conversion. No attempt may postpone the original expiration. After control ends, all hard-control types must fail for 20 seconds. Repeat with two attackers, cleansing and logout/rejoin. Soft debuffs retain their authored refresh/extension behavior. Separately, verify that the self-applied subdual penalty retains its authored 60-second knockdown; the combat cap must not shorten it. C8: Use the ability on six or more hostile enemies inside its authored shape. At most five receive the area effect; targets outside the shape and friendly targets remain excluded. Verify ground/direction targeting, companion source attribution and the control/immunity rules in C3. Existing explicit caps on other abilities remain unchanged.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A843:O843
853,Staff,Flowing Defense,Direct change,Retest,Independent Stamina discount scopes,C7,"C7: Trigger Flowing Defense, Evasive Reload and Opportunist's Flow together. Expected discounts: hostile Staff -7 STM, hostile Pistol/Rifle/Throwing -7 STM, another hostile combat ability -4 STM, friendly ability 0. A ranged cast consumes the ranged/global discounts and leaves Staff -3. Check separate 30-second expiry, repeated avoidance, queued abilities, misses and minimum-zero cost.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A853:O853
863,Throwing,Payload Pouch,Direct change,Retest,Payload splash correction; Typed mitigation for triggered Physical/Force hits,"C6, C11","C6: Use Payload Pouch and Savage Reflexes together. Each keeps its own 15% roll; the bonuses must not merge into a 30% proc. Payload Pouch triggers only on thrown auto-attacks, dealing 8 Physical DMG to the original target and at most four other hostile enemies within 3m. Test six or more enemies, allies, a dead original target and another weapon. Splash cannot trigger further on-hit effects. C11: Test this splash, pulse, retaliation or reflection against Physical and Force damage-taken reduction or vulnerability, plus generic reduction, typed Leadership and resistance. Typed reduction must apply once and share the 85% target/generic budget. Include Shielding and Dampening Field against Physical hits, Force Warding against Force hits, tiny damage values, and Physical-to-Force conversion with an explicit zero or nonzero original target adjustment. Conversion must not apply the new hit modifier twice. Triggered damage must not chain further procs.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A863:O863
867,Throwing,Cluster Pouch,Direct change,Pass,Typed mitigation for triggered Physical/Force hits,"C11, C12","C11: Test this splash, pulse, retaliation or reflection against Physical and Force damage-taken reduction or vulnerability, plus generic reduction, typed Leadership and resistance. Typed reduction must apply once and share the 85% target/generic budget. Include Shielding and Dampening Field against Physical hits, Force Warding against Force hits, tiny damage values, and Physical-to-Force conversion with an explicit zero or nonzero original target adjustment. Conversion must not apply the new hit modifier twice. Triggered damage must not chain further procs. C12: With Ricochet Toss, a thrown ability hitting a bleeding target gets one 25% roll per cast for 12 damage to one other enemy within 5m. Check another weapon skill, a nonbleeding target, Flurry Bleed alone, multiple bleeding targets and repeated field pulses. Cluster Pouch adds 10 damage to one other enemy within 5m once per area thrown cast. The original target cannot spend the extra-target slot. Combine both perks; their budgets remain independent and a later cast starts fresh.",https://docs.google.com/spreadsheets/d/1iHMKtrnh3lbUnmrgXtxEQseAJd7WIL6RU51RVSktm4s/edit?gid=2101115203#gid=2101115203&range=A867:O867
